vote_average,vote_count,revenue,budget,popularity,runtimecat,adult
0.76,0.09395564574576025,0.002141879548145634,0.0034760945132489424,0.004789342085796717,15,0
0.7617,0.018901290042035078,0.011442781232199448,0.0010847849669238412,0.00851635259255994,3,0
0.7788,0.0506740107261922,0.026883186676165054,0.027171798199561305,0.0037737651188552335,15,0
0.6602000000000001,0.043165676184954344,0.00508941184821153,0.04347618146995972,0.004682474401014976,3,0
0.6539,0.03322220611682852,0.03167215884520629,0.060867523625051365,0.0044386824951066295,1,0
0.7530000000000001,0.2028989708653428,0.05873348934756731,0.21738960302087615,0.011234799324195478,5,0
0.5671,0.010813161327728657,0.005060440731342095,0.0032587027363102966,0.010037547293125035,16,0
0.7302,0.10845050007247427,0.02863434828599566,0.10869371455155338,0.017435796733656007,5,0
0.614,0.012552543846934338,0.013016817586440061,0.09782412570462111,0.004320460118816828,4,0
0.7042,0.06974923902014785,0.01728873178056369,0.09782412570462111,0.004698170592217294,4,0
0.6000000000000001,5.7979417306856065e-05,0.0004894474604224319,0.000945654229683108,0.0006017986499271797,16,0
0.5636,0.0003188867951877084,0.0008547373889557353,0.0015916338948562933,0.0008272226725136648,15,0
0.6091000000000001,0.007334396289317292,0.0002760586286313002,0.006519579390389979,0.0044102957663364785,16,0
0.7238000000000001,0.09262211914770256,0.03048735977375578,0.04347618146995972,0.004983707687493509,1,0
0.52,0.051804609363675896,0.01545025698498765,0.010867414929162891,0.004099711557439544,15,0
0.7523,0.07908392520655168,0.03742542767719003,0.028258757084254533,0.007526824623784005,6,0
0.6081000000000001,0.000927670676909697,0.0017098168096797602,0.0072261026654405775,0.0013715799418706589,15,0
0.0,0.0,3.0782859146064897e-06,0.002171743851617069,0.0002003769089657646,16,0
0.6943,0.06948833164226699,0.04004983435699029,0.08260670131891593,0.004776317586713943,3,0
0.7200000000000001,0.2028989708653428,0.181045268689154,0.38043343572486027,0.01658085525540208,2,0
0.6132,0.0020872590230468185,0.004104039187707029,0.005867404059574042,0.0018073997188711968,7,0
0.5373,0.007421365415277576,0.0006543635500115599,0.03260659262302744,0.007195534800960607,15,0
0.801,0.20211624873170025,0.07713062979835641,0.21217220037434867,0.026166886580324254,6,0
0.45,0.000869691259602841,0.00035747997513617847,0.019563086006708714,0.0014938098563397752,16,0
0.558,0.03606319756486447,0.04467889265105364,0.1173893856290992,0.0037049690467769875,1,0
0.7142000000000001,0.014842730830555153,0.010089595132775204,0.04347618146995972,0.004595978368644754,3,0
0.5992000000000001,0.02504710827656182,0.012378736800789698,0.041302263700573265,0.004581951985017151,15,0
0.7908000000000001,0.2563849833309175,0.14804628823728677,0.18260691871069287,0.01113628067728731,1,0
0.5954,0.06255979127409769,0.034963263424646174,0.08151974243422269,0.006139214529196084,2,0
0.7005,0.04533990433396144,0.05370877588661367,0.07825886578014302,0.00610348064709719,1,0
0.6204000000000001,0.02725032613422235,0.00029186220648512164,0.010867414929162891,0.007367524981156222,16,0
0.6127,0.0024061458182345267,0.0037620074194174196,0.010650023152224245,0.0029846140590450636,5,0
0.8500000000000001,5.7979417306856065e-05,4.635214523860793e-06,1.7115254598379564e-05,0.00022008063834739813,7,0
0.3025,0.002869981156689375,0.0005987129291202307,0.018041343568138194,0.003413754605746743,16,0
0.6953,0.018350485577619945,0.0034183229536234342,0.03260659262302744,0.003783450002788579,16,0
0.6083000000000001,0.0010436295115234093,0.004394124197124118,0.005273815812643071,0.0009063715515551419,1,0
0.67,0.14439773880272502,0.05573344867246536,0.273911465024924,0.011158990060303431,4,0
0.6900000000000001,0.08621539353529496,0.005280742367202128,0.002171743851617069,0.00551069895807347,2,0
0.5734,0.010117408320046383,9.045098518772393e-05,0.026084839314868078,0.006386346050253861,16,0
0.7013,0.030845050007247427,0.030284892358357903,0.05217185254750554,0.004261014969156984,3,0
0.58,0.006174807943180171,0.007976507134820652,0.05217185254750554,0.0032404285794913564,5,0
0.63,0.024496303812146687,0.031769083465672435,0.041302263700573265,0.005524057418671188,1,0
0.5311,0.016292216263226553,0.0014851795791248881,0.02173700377609517,0.003848238536687509,1,0
0.6043000000000001,0.048731700246412525,0.07250664520354387,0.21738960302087615,0.005974571502329215,3,0
0.7822,0.15103638208436004,0.04761048011414541,0.05434577031689199,0.021466378257502364,5,0
0.5900000000000001,0.0003188867951877084,0.0005811119743240474,0.004345661621003524,0.0012663820646636322,1,0
0.5491,0.04478909986954631,0.025942981020822035,0.08478061908830238,0.008081200738589287,3,0
0.8204000000000001,0.555297869256414,0.265210409430681,0.023910921545481623,0.029575297801831914,3,0
0.6214000000000001,0.02148137411219017,0.0024593448846778427,0.10217196124339402,0.006132869260412169,6,0
0.48550000000000004,0.000898680968256269,0.0034394786445874513,0.0032587027363102966,0.0016938528037905968,16,0
0.52,0.00028989708653428034,0.00019461607615678804,0.0023239180954741207,0.0003920708185430127,16,0
0.5599999999999999,0.018176547325699375,0.0034769099172455298,0.0010847849669238412,0.006480523197467771,15,0
0.7427,0.02594578924481809,0.003724661312669645,0.016321005045663146,0.0032754945385603655,1,0
0.5822,0.10749383968691115,0.02108540343563373,0.2826071361024698,0.011959829773136603,16,0
0.7262,0.02356863313523699,0.00848978223838098,0.06738927693321073,0.004523508719902136,4,0
0.678,0.0019133207711262501,0.0034199756511278097,0.02173700377609517,0.002494692516623769,8,0
0.58,0.0014494854326714017,0.0011706670028483236,0.004345661621003524,0.0015983398105169156,16,0
0.0,0.0,3.5571303902119434e-05,0.00011739155954686858,0.0002003769089657646,16,0
0.7459,0.0703290331932164,0.012287564128570882,0.05651968808627845,0.006837528056941774,2,0
0.5591,0.025221046528482387,0.002111776990186697,0.010867414929162891,0.023202978135205655,15,0
0.7162000000000001,0.41927815625452963,0.24735453767352794,0.22825919186780844,0.010360822039589802,16,0
0.49000000000000005,0.0004348456298014205,0.0003209704780936406,0.05217185254750554,0.0013318385215924488,1,0
0.7000000000000001,0.00011595883461371213,5.893412586690953e-05,0.0010847849669238412,0.00039941797187175744,16,0
0.7469000000000001,0.20742136541527756,0.016417182846132986,0.1847808364800793,0.013025500967319529,2,0
0.8,2.8989708653428032e-05,4.5635588684041204e-05,2.9000063043615316e-06,0.00021440329259336813,14,0
0.6970000000000001,0.031772720684157124,0.019157760958064585,0.05434577031689199,0.004216932049184516,1,0
0.686,0.01930714596318307,0.021393384915294803,0.008053360985567361,0.006455142122332107,2,0
0.42960000000000004,0.004580373967241629,0.0008547373889557353,0.02173700377609517,0.004066649367460193,16,0
0.6203000000000001,0.012929410059428902,0.008655848238775098,0.019563086006708714,0.0046036594834884415,15,0
0.5740000000000001,0.028641832149586897,0.019774034824264108,0.06521535916382427,0.005659311832223079,15,0
0.63,0.000927670676909697,0.00020314874268030894,0.0003782616918732433,0.000843586786745869,15,0
0.504,0.002522104652848239,0.0001476451954493442,0.009780456044469664,0.0028500275685230587,16,0
0.7384000000000001,0.17733004783301928,0.025554321429688578,0.03260659262302744,0.013903819751619464,16,0
0.6577000000000001,0.011363965792143788,0.012521439295155489,0.05217185254750554,0.00361212774562285,2,0
0.7026,0.030149296999565155,0.0004785024438371643,0.0032587027363102966,0.004835428774858843,16,0
0.6522000000000001,0.004029569502826497,0.0008547373889557353,0.0034760945132489424,0.002857374721851803,2,0
0.6479,0.005508044644151326,0.007076561696891238,0.034780510392413894,0.003289520922187969,1,0
0.7200000000000001,0.0025800840701550947,0.0005743937863313028,0.008693497159776435,0.003069106322325628,4,0
1.0,2.8989708653428032e-05,2.2796417356502503e-06,9.69567325146359e-06,0.0002932182101199022,1,0
0.6989000000000001,0.0399188288157704,0.002901598459679906,0.06521535916382427,0.004557572794426316,2,0
0.6757,0.026873459921727787,0.05299326663332144,0.1521720699392825,0.005888075469958993,4,0
0.0,0.0,3.0782859146064897e-06,1.9565259924478096e-05,0.0002003769089657646,16,0
0.6342,0.07592404696332802,0.07942829592413199,0.05434577031689199,0.007628682885841602,16,0
0.6200000000000001,0.0004638353384548485,0.0009573469194426183,0.0026065274054943603,0.0006382004550559603,7,0
0.8170999999999999,0.14286128424409333,0.0035781653439617544,0.0019065258837519215,0.008408149061718426,1,0
0.6424000000000001,0.037599652123496155,0.003856791263045836,0.03434572683853661,0.0022832948776648878,16,0
0.5767000000000001,0.01487172053920858,0.00674659373110097,0.08695453685768884,0.007553875506494383,3,0
0.5700000000000001,0.0003188867951877084,0.0006837215048109303,0.004236965732534201,0.0007230266798514673,3,0
0.651,0.022293085954486157,0.008558467347930058,0.0586936058556649,0.005132988484673003,2,0
0.6745000000000001,0.012958399768082331,0.005984185081740869,0.05651968808627845,0.00720722345398361,1,0
0.5707,0.043078707058994054,0.0436999111961714,0.13043289224541793,0.006655185069782929,2,0
0.5546000000000001,0.034120887085084796,0.003753590017599812,0.021519611999156522,0.004265690430366185,16,0
0.6654,0.008001159588346136,0.0011728330900369016,0.027606581753438598,0.00400052498750149,2,0
0.5997,0.014088998405566024,0.02417697523224766,0.03912834593118681,0.005544763032597651,4,0
0.6169,0.010233367154660096,0.0004960633809164578,0.06521535916382427,0.004813387314872609,16,0
0.6000000000000001,0.0006957530076822728,0.0008205342121267743,0.0032587027363102966,0.0009995468142242224,5,0
0.45,0.0077402522104652845,0.001850306016472949,0.08260670131891593,0.009761695081782165,16,0
0.687,0.01237860559501377,0.0004271976785937228,0.0016934819423520488,0.0056142270277057815,1,0
0.6172,0.002696042904768807,0.00024694693670509836,0.016302209352629028,0.0022769496088809716,1,0
0.55,0.0009566603855631251,0.0004228603737400423,0.0019543520746784235,0.0008138642119159472,16,0
0.5926,0.026003768662124945,3.318289606415309e-05,0.0010847849669238412,0.004587629330771181,15,0
0.6748000000000001,0.01400202927960574,0.00827196341112696,0.06738927693321073,0.006502898618968948,1,0
0.7097000000000001,0.009972459776779243,0.007284934632800402,0.009889151932938985,0.0065386325010678426,4,0
0.5113000000000001,0.006696622698941876,7.041442216955029e-05,0.010323935486816278,0.0032958661909718847,16,0
0.5561,0.0009566603855631251,3.406294380396226e-05,0.004345661621003524,0.0010927220768933029,16,0
0.731,0.021278446151616177,0.002811232640402486,0.015215250467935803,0.003137902394403874,1,0
0.5619,0.001826351645165966,0.0030779438828381998,0.017389168237322256,0.0023116816064350375,7,0
0.656,0.05737063342513408,0.14323076893051795,0.14130248109235022,0.012115789800614958,5,0
0.5670000000000001,0.0012755471807508335,0.0004271976785937228,0.001655320989828239,0.0013284989064430194,14,0
0.6673,0.15277576460356573,0.07351787854401698,0.17391124763314705,0.014425801599475279,2,0
0.6294,0.11105957385128279,0.058293133364815716,0.21738960302087615,0.007182844263392775,1,0
0.5883,0.029540513117843167,0.0024106009112835856,0.013041767482103223,0.008905083795953521,16,0
0.0,0.0,0.0009077523130406248,0.001150002500005435,0.0011521672265531466,2,0
0.7932000000000001,0.23203362806203798,0.019063341720301163,0.010867414929162891,0.0067196396421669155,2,0
0.6424000000000001,0.051949557906943035,0.022459078606105593,0.11956330339848567,0.00613420510647194,1,0
0.5204,0.05238440353674446,0.04545567997392087,0.21141219872217115,0.007113714229799586,2,0
0.4717,0.0024061458182345267,0.0010257532731005401,0.0016282644092704551,0.004062641829280877,1,0
0.6335000000000001,0.002551094361501667,1.675955664619089e-05,0.00012826114839380087,0.0017613130298090708,16,0
0.5729000000000001,0.004087548920133352,2.3161023221499228e-05,0.0026065274054943603,0.0032694832312913924,16,0
0.6073000000000001,0.003565734164371648,0.0024917479483102956,0.015215250467935803,0.002426230406060466,2,0
0.6583000000000001,0.047543122191621975,0.029802773954666382,0.05217185254750554,0.007243959220627334,15,0
0.6475,0.012030729091172634,0.001939672760955195,0.004780445174880815,0.005383125659365266,16,0
0.5545,0.08470792868531671,0.058089310819551876,0.08695453685768884,0.012502851196433826,2,0
0.7113,0.024960139150601537,0.0006837215048109303,0.0032587027363102966,0.005809928475462345,2,0
0.6200000000000001,0.00014494854326714017,0.00023223957066864512,0.0007400798697388473,0.0006231721868835279,16,0
0.0,0.0,0.00273591211454859,0.0005413055245772273,0.0002634956352899805,13,0
0.6658000000000001,0.00678359182490216,0.01950978826275069,0.04347618146995972,0.004467069223876779,3,0
0.68,0.010291346571966951,0.017785309919291427,0.09782412570462111,0.009315522497818396,2,0
0.6423000000000001,0.050442093056964774,0.00029656924768032324,0.0035739208128713327,0.0031662891231740236,15,0
0.7018,0.023800550804464415,0.03967534308982646,0.03043267485364099,0.006507908041693091,7,0
0.6583000000000001,0.039599942020582694,0.01187016121372567,0.0076065382750832074,0.004326805387600744,1,0
0.5764,0.044006377735903754,0.04391889258940584,0.10869371455155338,0.005314997510316906,16,0
0.65,0.06212494564429627,0.02526420666350765,0.09130237239646175,0.0064918778889758305,3,0
0.6000000000000001,2.8989708653428032e-05,3.0782859146064897e-06,1.9565259924478096e-05,0.00020739010077956636,3,0
0.7000000000000001,2.8989708653428032e-05,0.00030748655969235934,0.0009760890784545185,0.00022375421501177049,16,0
0.6823000000000001,0.060269604290476876,0.022173037438284995,0.04347618146995972,0.00852670539952317,2,0
0.5660999999999999,0.01487172053920858,0.01855978681756386,0.16304165878621477,0.004718542244628814,1,0
0.68,0.0019423104797796783,0.00987037739558888,0.03043267485364099,0.002727463692538999,7,0
0.5936,0.0013335265980576896,0.0035533680407607575,0.006628275278859302,0.0021019537750508704,3,0
0.577,0.004203507754747065,0.0002812383577302781,0.001787521277220168,0.002627275238056117,1,0
0.65,5.7979417306856065e-05,0.0,0.0,0.00030323705556819044,0,0
0.6000000000000001,0.0003478765038411364,0.0008075370049317691,0.0026087013232637467,0.0017482885307262962,16,0
0.6873,0.0015944339759385417,3.9404453929341094e-05,0.0010847849669238412,0.0012670499876935182,15,0
0.7205,0.17970720394260037,0.06654695677907968,0.07608494801075656,0.009197968044558483,3,0
0.5497,0.05519640527612697,0.008977998726469337,0.08043278354952947,0.008125617620076698,1,0
0.66,0.00037686621249456443,1.7192568864845533e-05,0.002171743851617069,0.000996875122104679,16,0
0.5963,0.10908827366284969,0.032605715060941995,0.0076065382750832074,0.009209322736066542,1,0
0.61,0.06557472097405422,0.06907560311455306,0.03260659262302744,0.002922497217265677,2,0
0.6025,0.023191766922742427,0.00014708050099989804,0.010867414929162891,0.007740226031832544,15,0
0.6865000000000001,0.09308595448615742,0.0437778807580707,0.08695453685768884,0.014625844546926102,2,0
0.6000000000000001,0.00040585592114799246,0.0007880411941392614,0.002182613440464001,0.0011060805374910206,4,0
0.7227000000000001,0.06203797651833599,0.041573875927660014,0.06521535916382427,0.004604995329548213,1,0
0.5432,0.07914190462385853,0.09227442529286127,0.22825919186780844,0.008909091334132837,1,0
0.6656,0.06818379475286274,0.030936434146281076,0.10869371455155338,0.006934710857790171,2,0
0.6555,0.05461661110305841,0.0032955749346514273,0.02173700377609517,0.005496672574445866,1,0
0.7754,0.04058559211479924,0.04196695593736685,0.028258757084254533,0.012792061868374413,11,0
0.6387,0.11178431656761849,0.030832628188668717,0.03912834593118681,0.013145727112698987,1,0
0.6564000000000001,0.02345267430062328,0.013496035560736488,0.17391124763314705,0.0048758381181669384,3,0
0.5773,0.05481953906363241,0.025051734134823762,0.036954428161800355,0.005292288127300786,2,0
0.0,0.0,6.498603597502589e-06,1.9565259924478096e-05,0.0004047613561108445,4,0
0.6361,0.07928685316712566,0.012618654984656445,0.06521535916382427,0.006374323435715915,2,0
0.6298,0.03359907232932309,0.004454915897524609,0.04782401700873263,0.0053139956257720776,3,0
0.6754,0.011016089288302652,0.006970947759351699,0.0076065382750832074,0.003266477577656906,1,0
0.4925,0.004435425423974489,0.0023878828192020213,0.07173711247198365,0.002481334056026052,15,0
0.6899000000000001,0.013219307145963182,0.01969674932590139,0.04347618146995972,0.006961427778985605,2,0
0.6000000000000001,5.7979417306856065e-05,6.806432188963238e-05,0.00010652197069993632,0.0002561484819612358,15,0
0.6357,0.0006087838817219887,0.0008085631002366379,0.0025358750779893003,0.0005076215027132703,14,0
0.6462,0.013364255689230322,0.00021600742700915681,0.03260659262302744,0.0039100214169519535,1,0
0.6658000000000001,0.007334396289317292,0.013882727443106977,0.03260659262302744,0.00588774150844405,16,0
0.6675,0.02623568633135237,7.801539415625029e-05,0.004345661621003524,0.003107177935029123,15,0
0.45,0.0007247427163357008,0.0008547373889557353,0.0026065274054943603,0.001386608210043091,5,0
0.41820000000000007,0.0003188867951877084,8.825069482231686e-05,0.028258757084254533,0.001251019834976257,1,0
0.9,2.8989708653428032e-05,0.0,0.0,0.0002003769089657646,0,0
0.5730000000000001,0.0035367444557182198,0.0005362199627042678,0.004345661621003524,0.003169628738323453,2,0
0.65,0.00040585592114799246,1.4994672721816501e-05,0.010867414929162891,0.0015826436193145973,11,0
1.0,2.8989708653428032e-05,2.576183278757342e-06,7.293494116291557e-06,0.0002003769089657646,4,0
0.61,0.006551674155674736,0.00284080983756533,0.03043267485364099,0.0032611341934178193,16,0
0.6000000000000001,2.8989708653428032e-05,4.7413127783842306e-05,0.0032587027363102966,0.00041077266337981744,16,0
0.6416000000000001,0.04383243948398319,0.0071032836128524,0.028258757084254533,0.0052625655524708645,16,0
0.7172000000000001,0.021423394694883316,0.007554637969145113,0.019563086006708714,0.005561127146829854,3,0
0.5998,0.06818379475286274,0.04440645955916621,0.13043289224541793,0.007011188044712104,15,0
0.6714000000000001,0.05392085809537614,0.00013466372171568034,0.001302176743862487,0.0043127790039731405,1,0
0.7592,0.10323235251485723,0.03737697956127534,0.010867414929162891,0.007407266401434432,2,0
0.8500000000000001,5.7979417306856065e-05,3.499669053139289e-06,1.709786325622447e-05,0.00023577682954971634,16,0
0.7371000000000001,0.0184084649949268,0.0017782231633376821,0.008693497159776435,0.006670881260985247,5,0
0.6616,0.06337150311639368,0.021490269518044055,0.07608494801075656,0.01187333374076638,1,0
0.61,0.044122336570517465,0.09944370325134161,0.21738960302087615,0.006458147775966594,5,0
